item_id,restaurant_id,item_name,category,price,is_available,is_veg,calories
ITEM00141,REST0133,Strategize Revolutionary Info-Mediaries,Desserts,119.56,True,False,408
ITEM00142,REST0135,Streamline Visionary Synergies,Breads,474.18,True,True,259
ITEM00143,REST0020,Mesh Cross-Platform Metrics,Starters,491.56,True,True,154
ITEM00144,REST0077,Maximize Transparent E-Tailers,Breads,252.81,True,True,860
ITEM00145,REST0130,Repurpose Rich E-Commerce,Breads,412.23,True,True,355
ITEM00146,REST0032,Unleash Bricks-And-Clicks Initiatives,Desserts,318.49,True,False,633
ITEM00147,REST0090,Aggregate Holistic Schemas,Rice,175.34,True,True,521
ITEM00148,REST0003,Seize Efficient Vortals,Combos,468.7,True,False,714
ITEM00149,REST0169,Iterate Plug-And-Play Vortals,Beverages,194.51,False,True,363
ITEM00150,REST0042,Re-Intermediate Virtual Action-Items,Combos,237.25,True,False,847
ITEM00151,REST0077,Grow Interactive Models,Breads,154.51,True,True,332
ITEM00152,REST0173,Monetize Enterprise Functionalities,Main Course,445.6,True,False,779
ITEM00153,REST0101,Whiteboard Best-Of-Breed Partnerships,Rice,302.3,True,True,332
ITEM00154,REST0199,Reinvent Plug-And-Play Metrics,Rice,293.86,True,False,616
ITEM00155,REST0145,Extend Dot-Com Relationships,Breads,382.51,True,True,144
ITEM00156,REST0128,Enhance Sticky Synergies,Desserts,136.49,True,True,657
ITEM00157,REST0047,Enhance Best-Of-Breed Web Services,Main Course,543.98,True,True,775
ITEM00158,REST0197,Synthesize Collaborative Relationships,Breads,305.81,True,False,780
ITEM00159,REST0152,Target Granular Paradigms,Main Course,251.59,True,True,535
ITEM00160,REST0199,Repurpose Scalable Applications,Rice,119.68,True,False,434
ITEM00161,REST0123,Mesh Transparent Vortals,Main Course,142.37,True,True,503
ITEM00162,REST0034,Matrix Intuitive Partnerships,Combos,556.2,True,False,263
ITEM00163,REST0178,Exploit Revolutionary Systems,Breads,301.14,True,False,355
ITEM00164,REST0042,Strategize Turn-Key Synergies,Starters,447.2,True,True,165
ITEM00165,REST0033,Target Front-End Convergence,Starters,94.28,True,True,871
ITEM00166,REST0123,Maximize Leading-Edge Solutions,Main Course,403.91,True,True,187
ITEM00167,REST0027,Scale Interactive Action-Items,Desserts,556.84,True,True,339
ITEM00168,REST0059,Whiteboard E-Business Content,Breads,214.98,False,True,410
ITEM00169,REST0147,Extend Next-Generation Initiatives,Beverages,368.53,True,False,670
ITEM00170,REST0115,Envisioneer Plug-And-Play Interfaces,Starters,567.12,True,False,781
ITEM00171,REST0131,Envisioneer Bricks-And-Clicks Relationships,Rice,445.63,True,True,357
ITEM00172,REST0199,Orchestrate Killer Deliverables,Combos,84.28,True,True,657
ITEM00173,REST0128,Enhance Robust Eyeballs,Breads,258.31,True,True,613
ITEM00174,REST0120,Re-Contextualize Interactive Convergence,Breads,97.18,True,True,533
ITEM00175,REST0153,Generate Virtual Web Services,Combos,523.72,True,True,228
ITEM00176,REST0113,Extend Virtual Technologies,Starters,391.91,True,False,880
ITEM00177,REST0015,Drive Revolutionary Architectures,Combos,576.01,True,False,425
ITEM00178,REST0083,Envisioneer Cross-Platform Roi,Combos,60.87,True,True,889
ITEM00179,REST0188,Aggregate 24/365 Experiences,Beverages,282.7,False,True,116
ITEM00180,REST0083,Mesh Real-Time E-Business,Combos,107.4,True,True,798
ITEM00181,REST0023,Monetize Rich Action-Items,Rice,242.77,True,False,441
ITEM00182,REST0011,Visualize Impactful Functionalities,Beverages,139.04,True,True,727
ITEM00183,REST0187,Drive Revolutionary Communities,Rice,230.84,True,False,870
ITEM00184,REST0116,Transform Killer Schemas,Starters,500.59,True,False,348
ITEM00185,REST0162,Revolutionize Web-Enabled E-Markets,Breads,138.38,False,True,809
ITEM00186,REST0103,Aggregate Bricks-And-Clicks Roi,Rice,310.52,True,False,838
ITEM00187,REST0007,Productize One-To-One Portals,Breads,556.87,True,True,276
ITEM00188,REST0106,Transition World-Class E-Commerce,Main Course,599.33,True,False,854
ITEM00189,REST0172,Facilitate Compelling Portals,Main Course,187.85,True,True,456
ITEM00190,REST0192,Incubate Cross-Media Functionalities,Starters,564.56,True,False,594
ITEM00191,REST0114,Embrace Robust Roi,Starters,193.76,True,False,134
ITEM00192,REST0023,Benchmark Proactive Info-Mediaries,Desserts,277.44,True,False,506
ITEM00193,REST0102,Maximize Wireless Markets,Starters,532.86,True,True,746
ITEM00194,REST0058,Whiteboard Out-Of-The-Box Relationships,Main Course,482.4,True,False,109
ITEM00195,REST0020,Revolutionize Strategic Networks,Rice,521.62,True,True,794
ITEM00196,REST0155,Incubate Mission-Critical E-Tailers,Combos,490.14,True,True,813
ITEM00197,REST0117,Facilitate Dynamic Partnerships,Combos,179.28,True,True,630
ITEM00198,REST0188,Syndicate Strategic Eyeballs,Combos,357.34,True,False,634
ITEM00199,REST0136,Deliver Distributed Eyeballs,Beverages,261.89,False,False,194
ITEM00200,REST0101,Evolve One-To-One Deliverables,Combos,302.84,True,False,675
ITEM00201,REST0195,Strategize Turn-Key Supply-Chains,Starters,134.68,True,False,549
ITEM00202,REST0002,Redefine Robust Content,Combos,223.67,True,False,319
ITEM00203,REST0022,Deliver End-To-End Methodologies,Beverages,521.71,True,False,195
ITEM00204,REST0070,Productize Granular Paradigms,Beverages,543.66,True,False,876
ITEM00205,REST0103,Iterate 24/7 Deliverables,Main Course,385.58,True,True,480
ITEM00206,REST0104,Integrate User-Centric Systems,Desserts,324.05,True,True,768
ITEM00207,REST0036,Matrix Killer Technologies,Rice,442.06,True,True,306
ITEM00208,REST0108,Architect Innovative Metrics,Main Course,384.87,True,False,885
ITEM00209,REST0024,Enable One-To-One Synergies,Starters,591.02,True,False,345
ITEM00210,REST0140,Optimize E-Business Roi,Main Course,154.55,True,False,810
ITEM00211,REST0022,Cultivate Turn-Key Deliverables,Main Course,296.97,True,False,896
ITEM00212,REST0083,E-Enable Cross-Platform Initiatives,Main Course,555.03,True,True,609
ITEM00213,REST0073,Implement Intuitive Experiences,Starters,553.11,True,True,182
ITEM00214,REST0124,Seize World-Class Architectures,Starters,322.44,True,True,416
ITEM00215,REST0081,Empower 24/365 Content,Main Course,124.14,True,True,744
ITEM00216,REST0151,Deliver 24/7 Mindshare,Main Course,498.23,True,True,204
ITEM00217,REST0074,E-Enable Killer Communities,Beverages,371.84,True,False,469
ITEM00218,REST0191,Scale Best-Of-Breed Networks,Rice,475.24,True,True,848
ITEM00219,REST0030,Matrix User-Centric E-Services,Beverages,304.39,True,False,680
ITEM00220,REST0147,Harness Intuitive Web Services,Desserts,162.14,False,True,795
ITEM00221,REST0026,Utilize Mission-Critical Communities,Rice,63.19,True,True,729
ITEM00222,REST0128,Engineer Leading-Edge Partnerships,Desserts,357.53,True,False,279
ITEM00223,REST0011,Benchmark Viral Communities,Rice,138.58,True,False,882
ITEM00224,REST0020,Brand Collaborative Supply-Chains,Main Course,152.93,True,True,701
ITEM00225,REST0118,Cultivate Holistic Users,Beverages,289.97,True,False,699
ITEM00226,REST0056,Visualize Revolutionary Deliverables,Rice,293.14,True,True,182
ITEM00227,REST0173,Target Magnetic E-Business,Desserts,200.91,True,False,631
ITEM00228,REST0196,Architect One-To-One E-Commerce,Rice,122.56,True,True,718
ITEM00229,REST0047,Architect 24/7 Infrastructures,Starters,569.72,False,False,600
ITEM00230,REST0089,Transform Granular Convergence,Rice,122.4,False,True,447
ITEM00231,REST0058,Utilize Visionary Communities,Combos,242.92,True,False,371
ITEM00232,REST0010,Integrate Bricks-And-Clicks Solutions,Main Course,217.68,True,False,430
ITEM00233,REST0022,Enable Bricks-And-Clicks Synergies,Breads,526.49,True,True,709
ITEM00234,REST0071,Extend Enterprise Eyeballs,Starters,275.53,True,False,843
ITEM00235,REST0024,Disintermediate Killer Roi,Breads,118.22,True,True,668
ITEM00236,REST0194,Matrix B2C Solutions,Main Course,55.64,False,False,760
ITEM00237,REST0096,Integrate World-Class Roi,Combos,447.07,True,True,488
ITEM00238,REST0189,Monetize Compelling Platforms,Breads,442.98,True,False,846
ITEM00239,REST0007,Engineer 24/365 Synergies,Rice,279.78,True,False,236
ITEM00240,REST0072,Visualize Integrated Eyeballs,Breads,119.47,True,True,878
ITEM00241,REST0127,Architect Magnetic Vortals,Beverages,254.4,True,True,840
ITEM00242,REST0038,Transition Wireless Roi,Main Course,374.44,True,True,460
ITEM00243,REST0149,Expedite Front-End Eyeballs,Beverages,437.17,True,False,381
ITEM00244,REST0136,Re-Intermediate Open-Source Markets,Breads,93.03,False,False,301
ITEM00245,REST0121,Seize User-Centric Functionalities,Combos,355.97,True,True,843
ITEM00246,REST0089,Integrate Bricks-And-Clicks Eyeballs,Beverages,201.87,True,True,630
ITEM00247,REST0028,Embrace Granular Bandwidth,Starters,389.5,True,False,115
ITEM00248,REST0092,Empower Revolutionary Schemas,Breads,406.48,True,True,667
ITEM00249,REST0054,Deliver Cross-Platform Applications,Desserts,550.83,True,False,213
ITEM00250,REST0159,Disintermediate Front-End Initiatives,Beverages,275.71,False,True,167
ITEM00251,REST0116,Target Virtual Technologies,Rice,345.67,True,True,689
ITEM00252,REST0116,Benchmark Plug-And-Play E-Services,Breads,197.52,True,False,129
ITEM00253,REST0120,Brand Visionary E-Business,Combos,207.61,True,True,618
ITEM00254,REST0041,Unleash Front-End E-Services,Desserts,75.32,True,False,763
ITEM00255,REST0037,Transform Web-Enabled Relationships,Combos,207.34,True,True,121
ITEM00256,REST0125,Incentivize Viral E-Tailers,Starters,85.11,True,True,530
ITEM00257,REST0166,Reinvent Compelling Action-Items,Rice,580.15,True,False,129
ITEM00258,REST0179,Optimize Impactful E-Business,Breads,393.34,True,True,778
ITEM00259,REST0076,Envisioneer Innovative Web-Readiness,Combos,145.23,True,True,759
ITEM00260,REST0037,Embrace Compelling Web-Readiness,Rice,114.22,True,False,509
ITEM00261,REST0101,Aggregate 24/7 Infrastructures,Breads,253.57,True,False,148
ITEM00262,REST0031,Generate Turn-Key Models,Breads,219.21,True,False,424
ITEM00263,REST0190,Generate Dynamic Convergence,Main Course,203.59,True,False,587
ITEM00264,REST0146,Aggregate Robust Metrics,Beverages,307.51,True,True,397
ITEM00265,REST0090,Harness Impactful Deliverables,Breads,552.08,True,True,873
ITEM00266,REST0006,Disintermediate Back-End Experiences,Starters,362.43,True,True,280
ITEM00267,REST0137,Benchmark Open-Source Models,Desserts,336.68,False,False,221
ITEM00268,REST0139,Deliver Integrated Eyeballs,Beverages,493.6,True,False,223
ITEM00269,REST0095,Target Open-Source Initiatives,Main Course,52.21,True,False,552
ITEM00270,REST0119,Leverage Holistic Communities,Beverages,158.56,True,False,365
ITEM00271,REST0110,Enhance Cross-Media Schemas,Beverages,322.9,True,False,127
ITEM00272,REST0120,Facilitate Seamless Vortals,Breads,437.92,True,True,358
ITEM00273,REST0130,Implement Real-Time E-Services,Starters,316.77,True,True,176
ITEM00274,REST0123,E-Enable Web-Enabled Initiatives,Breads,140.04,True,True,531
ITEM00275,REST0029,Embrace Cross-Platform E-Tailers,Combos,561.49,True,True,805
ITEM00276,REST0110,Deploy Cross-Media Metrics,Starters,230.77,True,True,134
ITEM00277,REST0121,Monetize Interactive Platforms,Combos,483.52,True,False,535
ITEM00278,REST0179,Redefine Proactive Users,Starters,540.28,True,True,213
ITEM00279,REST0069,Architect Ubiquitous E-Commerce,Rice,240.55,True,False,161
ITEM00280,REST0151,Innovate Turn-Key Mindshare,Breads,514.92,True,True,151
ITEM00281,REST0007,Envisioneer Seamless Roi,Combos,440.93,True,False,215
ITEM00282,REST0128,Scale Cross-Platform E-Business,Main Course,547.35,True,False,146
ITEM00283,REST0056,Benchmark Robust Experiences,Desserts,188.22,True,False,537
ITEM00284,REST0127,Scale Rich Functionalities,Beverages,562.2,True,True,511
ITEM00285,REST0077,Grow Transparent Users,Rice,85.92,True,True,200
ITEM00286,REST0062,Architect Collaborative E-Tailers,Combos,486.52,True,True,378
ITEM00287,REST0074,Incentivize Rich Metrics,Main Course,289.62,True,True,206
ITEM00288,REST0015,Synthesize Turn-Key Platforms,Desserts,147.84,True,True,134
ITEM00289,REST0053,Evolve Robust Synergies,Desserts,93.67,True,True,458
ITEM00290,REST0171,Utilize Enterprise Metrics,Breads,264.25,True,True,899
ITEM00291,REST0120,Envisioneer Dot-Com Applications,Starters,264.13,True,False,101
ITEM00292,REST0035,Revolutionize Compelling Infrastructures,Combos,176.48,True,True,850
ITEM00293,REST0014,Repurpose Synergistic Metrics,Breads,168.53,False,False,591
ITEM00294,REST0093,Optimize Distributed Methodologies,Desserts,269.73,True,True,371
ITEM00295,REST0197,Enhance User-Centric E-Tailers,Breads,275.56,True,True,243
ITEM00296,REST0122,Enable Killer Technologies,Rice,293.3,True,True,534
ITEM00297,REST0177,Facilitate Transparent Methodologies,Combos,527.82,True,False,550
ITEM00298,REST0018,Re-Contextualize B2B Interfaces,Main Course,386.19,True,False,703
ITEM00299,REST0179,Exploit 24/365 Supply-Chains,Desserts,61.24,True,False,832
ITEM00300,REST0129,Morph Extensible Portals,Combos,335.5,True,True,665
ITEM00301,REST0125,Deploy Efficient Initiatives,Rice,469.35,True,True,327
ITEM00302,REST0027,Brand Mission-Critical Networks,Main Course,81.03,True,True,644
ITEM00303,REST0064,Enhance Collaborative Content,Rice,282.43,False,True,313
ITEM00304,REST0060,Harness Holistic E-Business,Beverages,298.17,True,False,747
ITEM00305,REST0169,Redefine Visionary Schemas,Starters,574.71,True,False,347
ITEM00306,REST0149,Target Dot-Com Bandwidth,Starters,311.63,True,True,507
ITEM00307,REST0014,Mesh One-To-One Models,Starters,462.45,True,False,152
ITEM00308,REST0116,Generate Next-Generation Synergies,Beverages,216.6,True,False,675
ITEM00309,REST0148,Whiteboard Open-Source Roi,Desserts,478.62,False,True,413
ITEM00310,REST0092,Streamline Value-Added Functionalities,Desserts,227.46,True,True,473
ITEM00311,REST0085,Syndicate Cutting-Edge Action-Items,Beverages,286.51,False,True,136
ITEM00312,REST0087,Disintermediate Viral E-Business,Starters,313.72,False,False,823
ITEM00313,REST0139,Reinvent Vertical Convergence,Starters,559.5,True,True,623
ITEM00314,REST0120,Benchmark Cross-Platform Applications,Main Course,79.4,True,False,183
ITEM00315,REST0194,Drive Holistic Interfaces,Main Course,158.28,True,True,193
ITEM00316,REST0084,Leverage Value-Added E-Commerce,Breads,438.16,True,True,514
ITEM00317,REST0024,Morph Holistic Vortals,Combos,367.67,True,True,441
ITEM00318,REST0119,Redefine Scalable Technologies,Combos,188.34,True,False,818
ITEM00319,REST0089,Architect Transparent Mindshare,Combos,209.06,True,False,649
ITEM00320,REST0037,Benchmark Intuitive Networks,Rice,252.02,True,False,520
ITEM00321,REST0086,Transition Strategic Content,Main Course,297.69,True,True,447
ITEM00322,REST0127,Matrix Revolutionary E-Business,Main Course,499.92,True,True,814
ITEM00323,REST0152,Innovate Enterprise E-Markets,Main Course,57.6,True,True,881
ITEM00324,REST0015,Deliver Sticky Deliverables,Main Course,543.91,True,True,686
ITEM00325,REST0012,Drive Sticky Roi,Beverages,277.16,True,False,227
ITEM00326,REST0095,Disintermediate Dot-Com Content,Breads,176.77,True,True,251
ITEM00327,REST0192,Transform Bricks-And-Clicks Synergies,Main Course,329.63,True,True,621
ITEM00328,REST0031,Brand Plug-And-Play Methodologies,Desserts,412.82,True,True,137
ITEM00329,REST0181,Benchmark Next-Generation Vortals,Rice,74.61,True,True,526
ITEM00330,REST0094,Productize Web-Enabled Users,Combos,443.68,True,False,204
ITEM00331,REST0084,Unleash Dot-Com Networks,Main Course,468.42,True,False,264
ITEM00332,REST0072,Empower Granular Architectures,Beverages,141.4,True,False,643
ITEM00333,REST0044,Aggregate Holistic Initiatives,Desserts,142.33,True,False,311
ITEM00334,REST0030,Redefine Innovative Applications,Combos,162.08,True,True,625
ITEM00335,REST0035,Extend Scalable Convergence,Starters,488.15,False,False,841
ITEM00336,REST0021,Mesh Interactive Web Services,Starters,199.6,False,True,231
ITEM00337,REST0111,Expedite Best-Of-Breed Paradigms,Combos,487.76,True,False,251
ITEM00338,REST0063,Cultivate Bricks-And-Clicks Experiences,Breads,347.29,True,False,195
ITEM00339,REST0092,Generate Collaborative Interfaces,Starters,471.94,True,False,602
ITEM00340,REST0145,Cultivate Web-Enabled Initiatives,Main Course,354.52,True,True,621
ITEM00341,REST0012,Reinvent Vertical Solutions,Combos,234.67,True,False,473
